--- Manifest dan Laporan Verifikasi untuk Set: train ---

# Ringkasan
  - Jumlah gambar: 3848
  - Jumlah baris transkripsi: 3848
  - Status: Cocok. Setiap gambar memiliki transkripsi.

# Daftar File Manifest (gambar | transkripsi)
images/0231_NL-HaNA_1.04.02_1371_0108-groot_r1l16.jpg | 12 packen kleden en
images/0232_NL-HaNA_1.04.02_1371_0108-groot_r1l17.jpg | 6 Coijangs zout uijt banda na amboina
images/0233_NL-HaNA_1.04.02_1371_0108-groot_r1l20.jpg | leg terstal aande packhuijsen bij de
images/0234_NL-HaNA_1.04.02_1371_0108-groot_r1l21.jpg | Opperkoopl maarten Roos en Joannes
images/0235_NL-HaNA_1.04.02_1371_0108-groot_r1l26.jpg | resteert dienvolgens voor zoo veel te gelde bekent
images/0236_NL-HaNA_1.04.02_1371_0108-groot_r1l3.jpg | Item 12 Coijangs oft javaanse lasten zout van
images/0237_NL-HaNA_1.04.02_1371_0108-groot_r1l31.jpg | zullende hier tegen Valideren 'tgeen zed.t ult.o
images/0238_NL-HaNA_1.04.02_1371_0108-groot_r1l32.jpg | Februarij tvort 't Comptoir banda veragtert is, de rest
images/0239_NL-HaNA_1.04.02_1371_0108-groot_r1l33.jpg | voor effecten te rekenen, zynde/van nature alsinde restanten
images/0240_NL-HaNA_1.04.02_1371_0108-groot_r1l34.jpg | genoemt staan
images/0241_NL-HaNA_1.04.02_1371_0108-groot_r1l35.jpg | de lasten en omgelden op t Sluyten derboecken onder den voors.
images/0242_NL-HaNA_1.04.02_1371_0108-groot_r1l4.jpg | Japara met dejavaanseboode verlede jaar aldaar
images/0243_NL-HaNA_1.04.02_1371_0108-groot_r1l5.jpg | aangebragt, en nog 10 lasten zout jongst nae
images/0244_NL-HaNA_1.04.02_1371_0108-groot_r1l6.jpg | ternate geordonneert derwaarts te bestellen,dogde
images/0245_NL-HaNA_1.04.02_1371_0108-groot_r1l7.jpg | wijle het kostende nu niet en weten , werd.
images/0246_NL-HaNA_1.04.02_1371_0108-groot_r1l8.jpg | zulcx eenel Pr memorie hier gestelt : . . . . . . . . . . . . . . . . . .
images/0247_NL-HaNA_1.04.02_1371_0108-groot_r1l9.jpg | van welcke somma en partijen afgegaan is het Retour
images/0248_NL-HaNA_1.04.02_1382_1094-groot_line_1643105456386_261.jpg | sulcx oock door sijn Ed=t de heer
images/0249_NL-HaNA_1.04.02_1382_1094-groot_line_1643105538336_272.jpg | Bantam.
images/0250_NL-HaNA_1.04.02_1382_1094-groot_r1l10.jpg | En g' Eligeert president van macasser
images/0251_NL-HaNA_1.04.02_1382_1094-groot_r1l11.jpg | Francois Tack; die wij tot sijn naeright,
images/0252_NL-HaNA_1.04.02_1382_1094-groot_r1l12.jpg | niet veel bij memorie ofte Instructie
images/0253_NL-HaNA_1.04.02_1382_1094-groot_r1l13.jpg | sullen behoeven voor te schrijven ,naardien
images/0254_NL-HaNA_1.04.02_1382_1094-groot_r1l14.jpg | sijn E: wel weet wat dien aangaande
images/0255_NL-HaNA_1.04.02_1382_1094-groot_r1l15.jpg | ten beste van UED=le staat geobserveert
images/0256_NL-HaNA_1.04.02_1382_1094-groot_r1l16.jpg | En in aght genomen moet worden,
images/0257_NL-HaNA_1.04.02_1382_1094-groot_r1l17.jpg | hebbende van't gepasseerde aldaar niet alles
images/0258_NL-HaNA_1.04.02_1382_1094-groot_r1l18.jpg | volcomen Kennisse, maar oock sedert he
images/0259_NL-HaNA_1.04.02_1382_1094-groot_r1l19.jpg | begin van't Jaar 1682: , de saacken selve
images/0260_NL-HaNA_1.04.02_1382_1094-groot_r1l2.jpg | gouverneur generaal cornelis speelman Zo
images/0261_NL-HaNA_1.04.02_1382_1094-groot_r1l20.jpg | meest doorgaans bijgewoont, En wel te
images/0262_NL-HaNA_1.04.02_1382_1094-groot_r1l21.jpg | principalen , tot vergrootingh van sijn Rep
images/0263_NL-HaNA_1.04.02_1382_1094-groot_r1l22.jpg | En
images/0264_NL-HaNA_1.04.02_1382_1094-groot_r1l3.jpg | wel uijtdruckel. in vergadering is geseght;
images/0265_NL-HaNA_1.04.02_1382_1094-groot_r1l4.jpg | dogh om eijndel. eens een eijnde van die
images/0266_NL-HaNA_1.04.02_1382_1094-groot_r1l5.jpg | saack te hebben, soo is op 4: deser
images/0267_NL-HaNA_1.04.02_1382_1094-groot_r1l6.jpg | goetgevonden daar van, hoe eer hoe liever
images/0268_NL-HaNA_1.04.02_1382_1094-groot_r1l7.jpg | En soo haast als het mogel. sij , een
images/0269_NL-HaNA_1.04.02_1382_1094-groot_r1l8.jpg | begin te maacken , ende tot dien eijnde na
images/0270_NL-HaNA_1.04.02_1382_1094-groot_r1l9.jpg | bantam te senden den E: Commandeur
images/0271_NL-HaNA_1.04.02_1466_1020-groot_r1l1.jpg | dog waarover de decisie
images/0272_NL-HaNA_1.04.02_1466_1020-groot_r1l10.jpg | vervalle emolumenten waren
images/0273_NL-HaNA_1.04.02_1466_1020-groot_r1l11.jpg | voor en na sijn Indicieel
images/0274_NL-HaNA_1.04.02_1466_1020-groot_r1l12.jpg | suspens geweijgert
images/0275_NL-HaNA_1.04.02_1466_1020-groot_r1l13.jpg | gelyck ook den ontfang vande
images/0276_NL-HaNA_1.04.02_1466_1020-groot_r1l14.jpg | bewuste 5000. bengaalse Ropias
images/0277_NL-HaNA_1.04.02_1466_1020-groot_r1l2.jpg | inde naaste brieven uijt
images/0278_NL-HaNA_1.04.02_1466_1020-groot_r1l3.jpg | het Vaderland werde
images/0279_NL-HaNA_1.04.02_1466_1020-groot_r1l4.jpg | verwagt
images/0280_NL-HaNA_1.04.02_1466_1020-groot_r1l5.jpg | aan sijn E. waren de emolu,,
images/0281_NL-HaNA_1.04.02_1466_1020-groot_r1l6.jpg | menten en tractementen
images/0282_NL-HaNA_1.04.02_1466_1020-groot_r1l7.jpg | vanden raad van India
images/0283_NL-HaNA_1.04.02_1466_1020-groot_r1l8.jpg | toegestaan
images/0284_NL-HaNA_1.04.02_1466_1020-groot_r1l9.jpg | maar sijn versogte gagie en
images/0285_NL-HaNA_1.04.02_1466_1020-groot_r2l1.jpg | agtbare aanschrijving hem te competeren,
images/0286_NL-HaNA_1.04.02_1466_1020-groot_r2l10.jpg | intentie te sullen hebben gegaan; maar
images/0287_NL-HaNA_1.04.02_1466_1020-groot_r2l11.jpg | het versoek op 21=en Januarij daar aan bij
images/0288_NL-HaNA_1.04.02_1466_1020-groot_r2l12.jpg | request gedaan, om nevens de gagie, ook de
images/0289_NL-HaNA_1.04.02_1466_1020-groot_r2l13.jpg | vorige Emolumenten van die tijt die voor en
images/0290_NL-HaNA_1.04.02_1466_1020-groot_r2l14.jpg | na sijn Indicieel suspens zijn vervallen, e
images/0291_NL-HaNA_1.04.02_1466_1020-groot_r2l15.jpg | so mede om de bewuste 5000 bengaalse
images/0292_NL-HaNA_1.04.02_1466_1020-groot_r2l16.jpg | silvere
images/0293_NL-HaNA_1.04.02_1466_1020-groot_r2l2.jpg | 'tgeen buijten allen twijffel inde naaste brieve
images/0294_NL-HaNA_1.04.02_1466_1020-groot_r2l3.jpg | wij gedecideert sullen vinden, ondertuschen
images/0295_NL-HaNA_1.04.02_1466_1020-groot_r2l4.jpg | hebben wij syn E: gedurende sijn aanwesen
images/0296_NL-HaNA_1.04.02_1466_1020-groot_r2l5.jpg | alhier uijt Comp=s Maguasijn laten genieten
images/0297_NL-HaNA_1.04.02_1466_1020-groot_r2l6.jpg | d'Emolumenten en 't verder tractement
images/0298_NL-HaNA_1.04.02_1466_1020-groot_r2l7.jpg | van een Raad van India agtervolgens, het
images/0299_NL-HaNA_1.04.02_1466_1020-groot_r2l8.jpg | beraamde op 15=en derselver maand; waarme
images/0300_NL-HaNA_1.04.02_1466_1020-groot_r2l9.jpg | wij meijnen niet buijten u Ed=e hoog Agtb
images/0301_NL-HaNA_1.04.02_1845_0898-groot_line_1643109539434_425.jpg | den 5. Aug. tot Samarangh verschreven
images/0302_NL-HaNA_1.04.02_1845_0898-groot_line_1643109592721_455.jpg | die daer aangekomen en
images/0303_NL-HaNA_1.04.02_1845_0898-groot_line_1643109614541_460.jpg | voorgesteld is transp.t
images/0304_NL-HaNA_1.04.02_1845_0898-groot_line_1643109627390_465.jpg | ontfangen heeft
images/0305_NL-HaNA_1.04.02_1845_0898-groot_line_1643109649679_473.jpg | men verwagt dat hij Java
images/0306_NL-HaNA_1.04.02_1845_0898-groot_line_1643109658178_478.jpg | sal houden in rust en
images/0307_NL-HaNA_1.04.02_1845_0898-groot_line_1643109667112_483.jpg | ordre
images/0308_NL-HaNA_1.04.02_1845_0898-groot_line_1679057641992_196.jpg | komen tot een regt begrip van's Comp.
images/0309_NL-HaNA_1.04.02_1845_0898-groot_line_1679057641992_197.jpg | komen tot een regt begrip van's Comp.
images/0310_NL-HaNA_1.04.02_1845_0898-groot_r1l10.jpg | Wij verhopen dat d'e. Comp. door
images/0311_NL-HaNA_1.04.02_1845_0898-groot_r1l11.jpg | den zelven nae verwijse sal werden
images/0312_NL-HaNA_1.04.02_1845_0898-groot_r1l12.jpg | gedient, en Java door hem werden
images/0313_NL-HaNA_1.04.02_1845_0898-groot_r1l13.jpg | gehouden bij depresente rust en ordre
images/0314_NL-HaNA_1.04.02_1845_0898-groot_r1l16.jpg | navolgens ons recommandatien
images/0315_NL-HaNA_1.04.02_1845_0898-groot_r1l18.jpg | en exhortatien bij onse gemeene en
images/0316_NL-HaNA_1.04.02_1845_0898-groot_r1l19.jpg | aparte brieven vanden 6.en Julij
images/0317_NL-HaNA_1.04.02_1845_0898-groot_r1l20.jpg | deses Jaars, bij dewelcke uw Ed.e
images/0318_NL-HaNA_1.04.02_1845_0898-groot_r1l21.jpg | hoog agtb. sal consteeren, datmen
images/0319_NL-HaNA_1.04.02_1845_0898-groot_r1l22.jpg | het aan goede aanwijsingen om te
images/0320_NL-HaNA_1.04.02_1845_0898-groot_r1l24.jpg | belangen
images/0321_NL-HaNA_1.04.02_1845_0898-groot_r1l3.jpg | endaags daar aanden volck als haren
images/0322_NL-HaNA_1.04.02_1845_0898-groot_r1l5.jpg | gesaghebber voorgesteld, en oock ver,,
images/0323_NL-HaNA_1.04.02_1845_0898-groot_r1l7.jpg | =volgens door gem. eersten administra,,
images/0324_NL-HaNA_1.04.02_1845_0898-groot_r1l8.jpg | =teur van tets aan hem gedaan behoor
images/0325_NL-HaNA_1.04.02_1845_0898-groot_r1l9.jpg | =lijk transport van's Comp.e effecten :
images/0326_NL-HaNA_1.04.02_1860_1144-groot_line_1643111189906_621.jpg | aande afschriften
images/0327_NL-HaNA_1.04.02_1860_1144-groot_line_1643111201490_626.jpg | der 2: ontf: brieven
images/0328_NL-HaNA_1.04.02_1860_1144-groot_line_1643111211932_631.jpg | die in het indias
images/0329_NL-HaNA_1.04.02_1860_1144-groot_line_1643111219306_636.jpg | aankomende brief,,
images/0330_NL-HaNA_1.04.02_1860_1144-groot_line_1643111228171_641.jpg | boek zijn ingesz:
images/0331_NL-HaNA_1.04.02_1860_1144-groot_line_1643111236342_646.jpg | overgaan werd
images/0332_NL-HaNA_1.04.02_1860_1144-groot_line_1643111241949_651.jpg | gerefereerd.
images/0333_NL-HaNA_1.04.02_1860_1144-groot_line_1643111262316_657.jpg | Ensulx nogte
images/0334_NL-HaNA_1.04.02_1860_1144-groot_line_1643111268430_662.jpg | melte omdat
images/0335_NL-HaNA_1.04.02_1860_1144-groot_line_1643111274672_667.jpg | vEd:e ho:agtb: over
images/0336_NL-HaNA_1.04.02_1860_1144-groot_line_1643111280284_672.jpg | Ceijlon verslagh
images/0337_NL-HaNA_1.04.02_1860_1144-groot_line_1643111287782_677.jpg | van Comp:s saacken
images/0338_NL-HaNA_1.04.02_1860_1144-groot_line_1643111295268_682.jpg | sal wesen gedaen
images/0339_NL-HaNA_1.04.02_1860_1144-groot_line_1643111303380_687.jpg | uijt dese directie
images/0340_NL-HaNA_1.04.02_1860_1144-groot_r1l1.jpg | het overige dat uijt de meergedagte
images/0341_NL-HaNA_1.04.02_1860_1144-groot_r1l10.jpg | schriften dewelke staan inge,,
images/0342_NL-HaNA_1.04.02_1860_1144-groot_r1l13.jpg | schreven bij het aankomende,
images/0343_NL-HaNA_1.04.02_1860_1144-groot_r1l15.jpg | enthans afgaande indias
images/0344_NL-HaNA_1.04.02_1860_1144-groot_r1l16.jpg | briefboek, te meer VEd:e ho:
images/0345_NL-HaNA_1.04.02_1860_1144-groot_r1l17.jpg | agtb: bereets dogh sullen wesen
images/0346_NL-HaNA_1.04.02_1860_1144-groot_r1l18.jpg | verslagh gedaan van 'sEcomp.s saa,,
images/0347_NL-HaNA_1.04.02_1860_1144-groot_r1l2.jpg | twee brieven als hier voor gesegt in
images/0348_NL-HaNA_1.04.02_1860_1144-groot_r1l20.jpg | ,,ken in dese directie doorden directeur
images/0349_NL-HaNA_1.04.02_1860_1144-groot_r1l24.jpg | Huijsman, ende raad over Ceijlon,
images/0350_NL-HaNA_1.04.02_1860_1144-groot_r1l27.jpg | en daarom so sullen dan verder
images/0351_NL-HaNA_1.04.02_1860_1144-groot_r1l29.jpg | overgaan tot
images/0352_NL-HaNA_1.04.02_1860_1144-groot_r1l3.jpg | desen niet hebben genoteerd, met
images/0353_NL-HaNA_1.04.02_1860_1144-groot_r1l7.jpg | eerbied gedragen aan dies af,,
images/0354_NL-HaNA_1.04.02_1872_0198-groot_line_1643112650465_36.jpg | rige bediening van soldij boekhouder
images/0355_NL-HaNA_1.04.02_1872_0198-groot_line_1643112706372_51.jpg | Wie verder aldaar aan
images/0356_NL-HaNA_1.04.02_1872_0198-groot_line_1643112718844_56.jpg | gekomen en geplaatst
images/0357_NL-HaNA_1.04.02_1872_0198-groot_line_1643112730813_61.jpg | Item welke gequali”
images/0358_NL-HaNA_1.04.02_1872_0198-groot_line_1643112745221_66.jpg | ,,ficeerde dienaren
images/0359_NL-HaNA_1.04.02_1872_0198-groot_line_1643112752705_71.jpg | overleden
images/0360_NL-HaNA_1.04.02_1872_0198-groot_r1l1.jpg | Den onderkoopman Lucas Beer
images/0361_NL-HaNA_1.04.02_1872_0198-groot_r1l11.jpg | den boekhouder Jacob deHorn.
images/0362_NL-HaNA_1.04.02_1872_0198-groot_r1l12.jpg | Voorts waren van gequalificeerde
images/0363_NL-HaNA_1.04.02_1872_0198-groot_r1l13.jpg | dienaren in die Provincie op 27:e en 29
images/0364_NL-HaNA_1.04.02_1872_0198-groot_r1l14.jpg | april overleden den opperkoopman
images/0365_NL-HaNA_1.04.02_1872_0198-groot_r1l15.jpg | en secunde Dirk Hendrik Le
images/0366_NL-HaNA_1.04.02_1872_0198-groot_r1l16.jpg | grand en resident tot Lonthom
images/0367_NL-HaNA_1.04.02_1872_0198-groot_r1l17.jpg | Hendrik Hellerus, mitsgaders
images/0368_NL-HaNA_1.04.02_1872_0198-groot_r1l18.jpg | den boekhouder en cassier Cornelis
images/0369_NL-HaNA_1.04.02_1872_0198-groot_r1l19.jpg | de Mijter. Tot het waarnemen
images/0370_NL-HaNA_1.04.02_1872_0198-groot_r1l2.jpg | nink Jongst weder derwaarts gesonde
images/0371_NL-HaNA_1.04.02_1872_0198-groot_r1l20.jpg | van d:o eerste bediening bij Provisie
images/0372_NL-HaNA_1.04.02_1872_0198-groot_r1l21.jpg | onder
images/0373_NL-HaNA_1.04.02_1872_0198-groot_r1l3.jpg | was aldaar wederom gesteld in zijn v
images/0374_NL-HaNA_1.04.02_1872_0198-groot_r1l9.jpg | mitsgaders ook in die van Secretaris
images/0375_NL-HaNA_1.04.02_1899_0500-groot_line_1643707222941_85.jpg | over de constitutie
images/0376_NL-HaNA_1.04.02_1899_0500-groot_line_1643707232782_90.jpg | van baticaloa wagt
images/0377_NL-HaNA_1.04.02_1899_0500-groot_line_1643707243224_95.jpg | men nog antwoord
images/0378_NL-HaNA_1.04.02_1899_0500-groot_line_1643707263566_102.jpg | door wat omstandiger wegens den
images/0379_NL-HaNA_1.04.02_1899_0500-groot_line_1679057725248_220.jpg | patnam naden voorstel van d'onse
images/0380_NL-HaNA_1.04.02_1899_0500-groot_line_1679057725248_221.jpg | patnam naden voorstel van d'onse
images/0381_NL-HaNA_1.04.02_1899_0500-groot_r3l1.jpg | Zijn toegesonden, ten eijnde sij daar
images/0382_NL-HaNA_1.04.02_1899_0500-groot_r3l12.jpg | door een swaar tempeest, waar
images/0383_NL-HaNA_1.04.02_1899_0500-groot_r3l14.jpg | van VEd: Ho: agtb: bij voorige brieven
images/0384_NL-HaNA_1.04.02_1899_0500-groot_r3l15.jpg | al is kennisse gegeven
images/0385_NL-HaNA_1.04.02_1899_0500-groot_r3l16.jpg | van gelijken door die van Ceijlon bij
images/0386_NL-HaNA_1.04.02_1899_0500-groot_r3l17.jpg | schrijvens van den 15: december 1717
images/0387_NL-HaNA_1.04.02_1899_0500-groot_r3l18.jpg | genoteerd het goed succes niet alleen
images/0388_NL-HaNA_1.04.02_1899_0500-groot_r3l19.jpg | wegens de renovatie der hoofd, maa
images/0389_NL-HaNA_1.04.02_1899_0500-groot_r3l20.jpg | ook vande landtombo tot Jaffana
images/0390_NL-HaNA_1.04.02_1899_0500-groot_r3l22.jpg | hier
images/0391_NL-HaNA_1.04.02_1899_0500-groot_r3l3.jpg | toestand , en noodsaakelijkheijt der
images/0392_NL-HaNA_1.04.02_1899_0500-groot_r3l4.jpg | fortnesse hier voorengenoemd, en so
images/0393_NL-HaNA_1.04.02_1899_0500-groot_r3l5.jpg | ook eenigsints wegens die van Tri
images/0394_NL-HaNA_1.04.02_1899_0500-groot_r3l6.jpg | conomale, en baticaloa souden komen
images/0395_NL-HaNA_1.04.02_1899_0500-groot_r3l7.jpg | worden geinformeerd , terwijl wij nog
images/0396_NL-HaNA_1.04.02_1899_0500-groot_r3l8.jpg | afwagten de bevinding der gebreeken
images/0397_NL-HaNA_1.04.02_1899_0500-groot_r3l9.jpg | aan het laatstgen: fortje toegebrag
images/0398_NL-HaNA_1.04.02_1930_0030-groot_line_1679057752980_232.jpg | hoewel niet op sodanige rangh,
images/0399_NL-HaNA_1.04.02_1930_0030-groot_line_1679057752984_233.jpg | hoewel niet op sodanige rangh,
images/0400_NL-HaNA_1.04.02_1930_0030-groot_r1l1.jpg | in het laatste van de maandt
images/0401_NL-HaNA_1.04.02_1930_0030-groot_r1l10.jpg | Land, en India, waarvan men
images/0402_NL-HaNA_1.04.02_1930_0030-groot_r1l11.jpg | sig dan voor tegenwoordig in
images/0403_NL-HaNA_1.04.02_1930_0030-groot_r1l12.jpg | bovengem:de wijse sal bedienen
images/0404_NL-HaNA_1.04.02_1930_0030-groot_r1l13.jpg | ter obedientie, en hier onder in
images/0405_NL-HaNA_1.04.02_1930_0030-groot_r1l14.jpg | het corte de comptoiren
images/0406_NL-HaNA_1.04.02_1930_0030-groot_r1l15.jpg | van India eens door wandelen,
images/0407_NL-HaNA_1.04.02_1930_0030-groot_r1l17.jpg | en
images/0408_NL-HaNA_1.04.02_1930_0030-groot_r1l2.jpg | November met de Retourvloot
images/0409_NL-HaNA_1.04.02_1930_0030-groot_r1l3.jpg | uijt dese Reede word gedepecheerd,
images/0410_NL-HaNA_1.04.02_1930_0030-groot_r1l4.jpg | ende bij bovengemelde uw ede
images/0411_NL-HaNA_1.04.02_1930_0030-groot_r1l5.jpg | Hoog agtb=re missive van den 15=en
images/0412_NL-HaNA_1.04.02_1930_0030-groot_r1l6.jpg | Julij 1718. genoteerd, hoe ook de
images/0413_NL-HaNA_1.04.02_1930_0030-groot_r1l7.jpg | meergem:de suijcker Fluijten
images/0414_NL-HaNA_1.04.02_1930_0030-groot_r1l8.jpg | dienen konnen tot een spoedige
images/0415_NL-HaNA_1.04.02_1930_0030-groot_r1l9.jpg | brieven wisseling tusschen Neder,,
images/0416_NL-HaNA_1.04.02_1967_0507-groot_line_1643116691139_200.jpg | 663
images/0417_NL-HaNA_1.04.02_1967_0507-groot_line_1643116718949_208.jpg | inwat wijse dencom ,,
images/0418_NL-HaNA_1.04.02_1967_0507-groot_line_1643116728885_213.jpg | ,,mandeur encochimse
images/0419_NL-HaNA_1.04.02_1967_0507-groot_line_1643116748658_218.jpg | bedientens door den
images/0420_NL-HaNA_1.04.02_1967_0507-groot_line_1643116947205_224.jpg | ragia van mangattij
images/0421_NL-HaNA_1.04.02_1967_0507-groot_line_1643116955058_229.jpg | op eenbespottelijke
images/0422_NL-HaNA_1.04.02_1967_0507-groot_line_1643116965657_234.jpg | wijse was gehandeld.
images/0423_NL-HaNA_1.04.02_1967_0507-groot_line_1643116981488_239.jpg | welkens ola aan gem:
images/0424_NL-HaNA_1.04.02_1967_0507-groot_line_1643116988175_244.jpg | command:r gesz: men
images/0425_NL-HaNA_1.04.02_1967_0507-groot_line_1643116995949_249.jpg | onbeantwoord had
images/0426_NL-HaNA_1.04.02_1967_0507-groot_line_1643117005618_254.jpg | gelaten om redenen .
images/0427_NL-HaNA_1.04.02_1967_0507-groot_line_1643118012370_282.jpg | de mallabaarse ministers ons in
images/0428_NL-HaNA_1.04.02_1967_0507-groot_r2l10.jpg | voor seer wel hebben aangesien dat den
images/0429_NL-HaNA_1.04.02_1967_0507-groot_r2l12.jpg | commandeur en raad de ola die dat
images/0430_NL-HaNA_1.04.02_1967_0507-groot_r2l13.jpg | valsch menscher aan gem:e ministers
images/0431_NL-HaNA_1.04.02_1967_0507-groot_r2l16.jpg | hadde geschreven wegens de noncharlan,,
images/0432_NL-HaNA_1.04.02_1967_0507-groot_r2l19.jpg | ,,ce der bedientens in het niet besoeken
images/0433_NL-HaNA_1.04.02_1967_0507-groot_r2l2.jpg | Hertenberg van den Ragia van
images/0434_NL-HaNA_1.04.02_1967_0507-groot_r2l20.jpg | van den Cochimsen vorst, onbeantwoord
images/0435_NL-HaNA_1.04.02_1967_0507-groot_r2l22.jpg | hadden gelaten.
images/0436_NL-HaNA_1.04.02_1967_0507-groot_r2l23.jpg | Voorts sal uw Edelehoog agtb: uijt den
images/0437_NL-HaNA_1.04.02_1967_0507-groot_r2l24.jpg | brieff der cochimse bedientens van dato
images/0438_NL-HaNA_1.04.02_1967_0507-groot_r2l25.jpg | den 13:e april hier vooren meermalen
images/0439_NL-HaNA_1.04.02_1967_0507-groot_r2l26.jpg | geciteerd te vooren Comen in wat wijse
images/0440_NL-HaNA_1.04.02_1967_0507-groot_r2l28.jpg | opsigte vanden Cochimsen Coning en
images/0441_NL-HaNA_1.04.02_1967_0507-groot_r2l29.jpg | den
images/0442_NL-HaNA_1.04.02_1967_0507-groot_r2l3.jpg | Mangattij heeft ondergaan op een be,,
images/0443_NL-HaNA_1.04.02_1967_0507-groot_r2l6.jpg | ,, spottelijke wijse, waar omtrent wij
images/0444_NL-HaNA_1.04.02_1989_0129-groot_line_1643119010780_321.jpg | van Coopmanszmr waaruijt de zekere winsten
images/0445_NL-HaNA_1.04.02_1989_0129-groot_line_1643119019891_330.jpg | men ons de inden beginne deses gende patchiall:
images/0446_NL-HaNA_1.04.02_1989_0129-groot_line_1643119217080_372.jpg | 2096
images/0447_NL-HaNA_1.04.02_1989_0129-groot_line_1643119228017_377.jpg | Malacca
images/0448_NL-HaNA_1.04.02_1989_0129-groot_line_1643119239769_382.jpg | redenen waerom men ons
images/0449_NL-HaNA_1.04.02_1989_0129-groot_line_1643119251525_387.jpg | depantchiall: de veerm:
images/0450_NL-HaNA_1.04.02_1989_0129-groot_line_1643119269550_392.jpg | enpassouronang toe zend
images/0451_NL-HaNA_1.04.02_1989_0129-groot_line_1643119289981_398.jpg | haer versoek tot afst : der
images/0452_NL-HaNA_1.04.02_1989_0129-groot_line_1643119296813_403.jpg | gemaakte guastos door
images/0453_NL-HaNA_1.04.02_1989_0129-groot_line_1643119306497_408.jpg | den gouverneur .
images/0454_NL-HaNA_1.04.02_1989_0129-groot_line_1644402858279_77.jpg | dit gouvernement het nodige zullen disponere
images/0455_NL-HaNA_1.04.02_1989_0129-groot_r3l10.jpg | waren benodigt om reden vervat bij gem :de
images/0456_NL-HaNA_1.04.02_1989_0129-groot_r3l11.jpg | brief en bleef hun nog aan landen een chialoup
images/0457_NL-HaNA_1.04.02_1989_0129-groot_r3l12.jpg | een pantchiall: twee tanyongpouras en een
images/0458_NL-HaNA_1.04.02_1989_0129-groot_r3l13.jpg | Chiampan waermede het schijnt datse
images/0459_NL-HaNA_1.04.02_1989_0129-groot_r3l14.jpg | zullen konnen stellen . tot den dagelijxen dienst;
